MJL_CODE,MJL_JOB_POS_TITLE,MJL_JOB_POS_DESCR,MJL_JOB_FAMILY_NAME,MJL_JOB_SUBFAM_NAME,MJL_JOB_SPEC_NAME,MJL_JOB_CARSTRM_NAME,MJL_JOB_CARLVL_NAME,MJL_JOB_CJ_TITLE,MJL_JOB_BROAD_BASE,LIBSPEC_FLAG1,YOUR_TITLE,YOUR_CODE,YOUR_LEVEL,YOUR_GRADE,RPTSTO,POS_CLASS,GEORESP2_GEO_RESP_DESC,BIRTH_YEAR,AGE_NUM,TENURE_NUM,GENDER,CITY_DESCR,REG_DESCR,YOUR_EEID,COMP1,MONTH_BASE,NUM_MONTHS,COMP1_12M,MEAL_ALLOW,TRANS_ALLOW,HSNG_ALLOW,COMP2,STIELIG,BONTPER,BONACT,COMMELIG,COMMTPER,COMMACT,COMP3TGT,COMP3ACT,ORGDATA_ORGOWNDESC_ORG_OWN_DES,ORGDATA_ORGTYPEDESC_ORG_TYPE_D,ORGDATA_SUPER_SECTOR_SS_NAME,ORGDATA_SECTOR_SECT_NAME,ORGDATA_SUBSECT_SUBSECT_NAME,ORGDATA_VOL_REV,ORGDATA_VOL_OPBUD,ORGDATA_NUM_EMP,ORG_INFO_COMPANY_CODE,COUNTRY_NAME
FIN.06.001.P30,Accounting - Senior Professional (P3),"Accounting includes work across multiple areas of Accounting including: •Ensuring compliance with financial transaction recording standards (e.g., general ledger, cash payments/collections, tax transactions, etc.) •Control/reconciliation of accounts and records (balance sheet, P&L, bank accounts, etc.) •Accounting reports/schedules for internal audiences (management reporting) and/or for external audiences (compliance reporting) including consolidation of financial statements, cash flow reporting, budget reporting, etc.) In some organizations, Accounting work may also include: •Cost accounting/budgeting (allocation of direct/indirect costs, variance analysis, budget preparation, etc.) •Accounts Payable/Receivable and/or Credit & Collections A Senior Professional (P3) applies advanced knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Managing projects / processes, working independently with limited supervision. • Coaching and reviewing the work of lower level professionals. • Problems faced are difficult and sometimes complex.",Finance,Accounting,Accounting,PROFESSIONAL,Senior Professional (P3),Accounting - Senior Professional (P3),1,,OFFICER,,,,CFO,50,In-Country,1991,30,0,M,,Region 1,104,20272,1448,14,17376,1584,,,21856,N,,,N,,,21856,21856,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
FIN.08.005.P40,Investment Opportunity Management - Specialist Professional (P4),"Responsible for identifying, analyzing and negotiating investment opportunities according to organization’s investment strategy. Finds and collects information and does due diligence of possible investment opportunities and partnerships for the organization. Evaluates the business and the strategic value/synergies of the proposed investment. Creates financial models, does Return on Investment (ROI) analysis, and prepares recommendation reports for the management. Leads the negotiation process to finalize the deal structure and terms. A Specialist Professional (P4) is a recognized subject matter expert in job area typically obtained through advanced education and work experience. Responsibilities typically include: • Managing large projects or processes with limited oversight from manager. • Coaching, reviewing and delegating work to lower level professionals. • Problems faced are difficult and often complex.",Finance,Treasury,Investment Opportunity Management,PROFESSIONAL,Specialist Professional (P4),Treasury - Specialist Professional (P4),,,OFFICER,,,,CIO,52,In-Country,1983,38,7,M,,Region 1,36,57736,4124,14,49488,1584,,,59320,N,,,N,,,59320,59320,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
FIN.08.005.P30,Investment Opportunity Management - Senior Professional (P3),"Responsible for identifying, analyzing and negotiating investment opportunities according to organization’s investment strategy. Finds and collects information and does due diligence of possible investment opportunities and partnerships for the organization. Evaluates the business and the strategic value/synergies of the proposed investment. Creates financial models, does Return on Investment (ROI) analysis, and prepares recommendation reports for the management. Leads the negotiation process to finalize the deal structure and terms. A Senior Professional (P3) applies advanced knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Managing projects / processes, working independently with limited supervision. • Coaching and reviewing the work of lower level professionals. • Problems faced are difficult and sometimes complex.",Finance,Treasury,Investment Opportunity Management,PROFESSIONAL,Senior Professional (P3),Treasury - Senior Professional (P3),,,OFFICER,,,,CIO,50,In-Country,1992,29,0,M,,Region 1,105,39438,2817,14,33804,1584,,,41022,N,,,N,,,41022,41022,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
GMA.01.004.E21,Head of Operations (COO) - Country Parent/Corporate (E2),"Head of Operations (COO) is accountable for the daily management and coordination of the overall operations of an organization including: •Overseeing, monitoring, and evaluating the operational performance •Directing the preparation of operating budgets and proposals for capital expenditure and investments in infrastructure, technology, equipment, systems, or other assets and resources •Analyzing and approving operational investments that best meet the organization's business needs •Oversee the opening or closing of facilities and the operational aspects of mergers and acquisitions Establishes and implements strategies that have mid to long-term (3-5 years) impact on business results in alignment with parent/corporate organization objectives. •Leads multiple teams of lower level executives, directors/senior managers, and managers. •Develops mid to long-term (3-5 years) plans for optimizing the organization, function, or sub-function and the talent required to execute strategies in job area.",General Management,General Management,Head of Operations (COO),EXECUTIVE,Executive Level 2 (E2),General Management - Country Parent/Corporate (E2),1,,MEMBER EB,,,,SELECTION PANEL,62,In-Country,,,0,M,,Region 1,103,139370,9955,14,119460,1584,,,140954,N,,,N,,,140954,140954,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
GMA.01.003.E3A,Head of Organization (CEO) - Country Parent/Corporate (E3),"Head of Organization (CEO) is accountable for the overall direction, strategy, and performance of the organization including: •Developing current and long-range objectives, policies, and procedures for the organization •Leading and coordinating the efforts of a team of executives with a focus on strategy development •Assessing and reporting on company performance and developing strategies for improvement •Representing the organization to its customers, the financial community, and the general public Establishes and implements strategies that have mid to long-term (3-5 years) impact on business results in alignment with parent/corporate organization objectives. •Leads multiple teams of lower level executives, directors/senior managers, and managers. •Develops mid to long-term (3-5 years) plans for optimizing the organization, function, or sub-function and the talent required to execute strategies in job area.",General Management,General Management,Head of Organization (CEO),EXECUTIVE,Executive Level 3 (E3),General Management - Country Parent/Corporate (E3),1,,CEO,,,,SELECTION PANEL,68,In-Country,1970,51,4,M,,Region 1,72,229992,16428,14,197136,1584,,,231576,N,,,N,,,231576,231576,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
FIN.02.001.E20,Finance Business Partners - Sub-function Executive 2 (E2),"Finance Business Partners advise and support the business in areas related to future state financial performance including:
•        Finance consulting and coaching (e.g., interpreting financial results and measures in the context of business operations)
•        Providing forward looking financial insight on market conditions, competitors, and alternative business scenarios
•        Improving the quality of internal and external financial data to drive business decision making and performance
 Establishes and implements strategies that have mid to long-term (3-5 years) impact on business results in alignment with parent/corporate organization objectives. •Leads multiple teams of lower level executives, directors/senior managers, and managers. •Develops mid to long-term (3-5 years) plans for optimizing the organization, function, or sub-function and the talent required to execute strategies in job area.",Finance,Finance Generalists,Finance Business Partners,EXECUTIVE,Executive Level 2 (E2),Finance Generalists - Sub-function Executive 2 (E2),1,,CFO,,,,CEO,57,In-Country,1979,42,9,F,,Region 1,18,129416,9244,14,110928,1584,,,131000,N,,,N,,,131000,131000,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
FIN.02.001.M30,Finance Business Partners - Manager (M3),"Finance Business Partners advise and support the business in areas related to future state financial performance including:
•        Finance consulting and coaching (e.g., interpreting financial results and measures in the context of business operations)
•        Providing forward looking financial insight on market conditions, competitors, and alternative business scenarios
•        Improving the quality of internal and external financial data to drive business decision making and performance
 A Manager (M3) manages experienced professionals who exercise latitude and independence in assignments. Responsibilities typically include: • Policy and strategy implementation for short-term results (1 year or less). • Problems faced are difficult to moderately complex. • Influences others outside of own job area regarding policies, practices and procedures.",Finance,Finance Generalists,Finance Business Partners,MANAGEMENT,Manager (M3),Finance Generalists - Manager (M3),1,,HEAD,,,,CFO,53,In-Country,1987,34,3,M,,Region 1,77,84616,6044,14,72528,1584,,,86200,N,,,N,,,86200,86200,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
FIN.02.001.P30,Finance Business Partners - Senior Professional (P3),"Finance Business Partners advise and support the business in areas related to future state financial performance including:
•        Finance consulting and coaching (e.g., interpreting financial results and measures in the context of business operations)
•        Providing forward looking financial insight on market conditions, competitors, and alternative business scenarios
•        Improving the quality of internal and external financial data to drive business decision making and performance
 A Senior Professional (P3) applies advanced knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Managing projects / processes, working independently with limited supervision. • Coaching and reviewing the work of lower level professionals. • Problems faced are difficult and sometimes complex.",Finance,Finance Generalists,Finance Business Partners,PROFESSIONAL,Senior Professional (P3),Finance Generalists - Senior Professional (P3),1,,OFFICER,,,,CFO,50,In-Country,1981,40,7,M,,Region 1,29,49000,3500,14,42000,1584,,,50584,N,,,N,,,50584,50584,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
AFS.01.021.P20,Executive Secretary/Executive Assistant - Experienced Professional (P2),"Executive Secretary/Executive Assistant work is focused on supporting an individual executive or small number of executives in their day-to-day office activities including: •Obtaining and organizing information for use in conferences, speeches, and reports as requested by the executive •Editing, proofing, formatting, document design/production, form filling, and data entry •Scheduling/coordinating meetings, diaries, and travel arrangements •Receiving/relaying telephone messages from internal and external sources, managing the time/interaction executives have with internal and external sources •Handling confidential business and personnel information An Experienced Professional (P2) applies practical knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Works independently with general supervision. • Problems faced are difficult but typically not complex. • May influence others within the job area through explanation of facts, policies and practices.","Administration, Facilities & Secretarial",Administration & Secretarial,Executive Secretary/Executive Assistant,PROFESSIONAL,Experienced Professional (P2),Administration & Secretarial - Experienced Professional (P2),,,SECRETARY,,,,CHAIRMAN,47,In-Country,1981,40,9,F,,Region 1,15,38640,2760,14,33120,1584,,,40224,N,,,N,,,40224,40224,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
AFS.01.021.P20,Executive Secretary/Executive Assistant - Experienced Professional (P2),"Executive Secretary/Executive Assistant work is focused on supporting an individual executive or small number of executives in their day-to-day office activities including: •Obtaining and organizing information for use in conferences, speeches, and reports as requested by the executive •Editing, proofing, formatting, document design/production, form filling, and data entry •Scheduling/coordinating meetings, diaries, and travel arrangements •Receiving/relaying telephone messages from internal and external sources, managing the time/interaction executives have with internal and external sources •Handling confidential business and personnel information An Experienced Professional (P2) applies practical knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Works independently with general supervision. • Problems faced are difficult but typically not complex. • May influence others within the job area through explanation of facts, policies and practices.","Administration, Facilities & Secretarial",Administration & Secretarial,Executive Secretary/Executive Assistant,PROFESSIONAL,Experienced Professional (P2),Administration & Secretarial - Experienced Professional (P2),,,SECRETARY,,,,EB MEMBER,47,In-Country,1968,53,3,F,,Region 1,85,42000,3000,14,36000,1584,,,43584,N,,,N,,,43584,43584,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
AFS.01.021.P20,Executive Secretary/Executive Assistant - Experienced Professional (P2),"Executive Secretary/Executive Assistant work is focused on supporting an individual executive or small number of executives in their day-to-day office activities including: •Obtaining and organizing information for use in conferences, speeches, and reports as requested by the executive •Editing, proofing, formatting, document design/production, form filling, and data entry •Scheduling/coordinating meetings, diaries, and travel arrangements •Receiving/relaying telephone messages from internal and external sources, managing the time/interaction executives have with internal and external sources •Handling confidential business and personnel information An Experienced Professional (P2) applies practical knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Works independently with general supervision. • Problems faced are difficult but typically not complex. • May influence others within the job area through explanation of facts, policies and practices.","Administration, Facilities & Secretarial",Administration & Secretarial,Executive Secretary/Executive Assistant,PROFESSIONAL,Experienced Professional (P2),Administration & Secretarial - Experienced Professional (P2),,,SECRETARY,,,,EB MEMBER,47,In-Country,1985,36,7,F,,Region 1,33,33600,2400,14,28800,1584,,,35184,N,,,N,,,35184,35184,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
AFS.01.021.P20,Executive Secretary/Executive Assistant - Experienced Professional (P2),"Executive Secretary/Executive Assistant work is focused on supporting an individual executive or small number of executives in their day-to-day office activities including: •Obtaining and organizing information for use in conferences, speeches, and reports as requested by the executive •Editing, proofing, formatting, document design/production, form filling, and data entry •Scheduling/coordinating meetings, diaries, and travel arrangements •Receiving/relaying telephone messages from internal and external sources, managing the time/interaction executives have with internal and external sources •Handling confidential business and personnel information An Experienced Professional (P2) applies practical knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Works independently with general supervision. • Problems faced are difficult but typically not complex. • May influence others within the job area through explanation of facts, policies and practices.","Administration, Facilities & Secretarial",Administration & Secretarial,Executive Secretary/Executive Assistant,PROFESSIONAL,Experienced Professional (P2),Administration & Secretarial - Experienced Professional (P2),,,SECRETARY,,,,EB MEMBER,47,In-Country,1978,43,3,F,,Region 1,78,33600,2400,14,28800,1584,,,35184,N,,,N,,,35184,35184,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
AFS.01.021.P20,Executive Secretary/Executive Assistant - Experienced Professional (P2),"Executive Secretary/Executive Assistant work is focused on supporting an individual executive or small number of executives in their day-to-day office activities including: •Obtaining and organizing information for use in conferences, speeches, and reports as requested by the executive •Editing, proofing, formatting, document design/production, form filling, and data entry •Scheduling/coordinating meetings, diaries, and travel arrangements •Receiving/relaying telephone messages from internal and external sources, managing the time/interaction executives have with internal and external sources •Handling confidential business and personnel information An Experienced Professional (P2) applies practical knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Works independently with general supervision. • Problems faced are difficult but typically not complex. • May influence others within the job area through explanation of facts, policies and practices.","Administration, Facilities & Secretarial",Administration & Secretarial,Executive Secretary/Executive Assistant,PROFESSIONAL,Experienced Professional (P2),Administration & Secretarial - Experienced Professional (P2),,,SECRETARY,,,,CEO,47,In-Country,1981,40,1,F,,Region 1,98,27874,1991,14,23892,1584,,,29458,N,,,N,,,29458,29458,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
ITC.02.001.P20,General Information Technology - Experienced Professional (P2),"General Information Technology work involves managing or performing work across multiple areas of an organization’s overall IT Platform/Infrastructure including analysis, development, and administration of: • IT Systems Software, Hardware, and Databases • Data & Voice Networks • Data Processing Operations • End User Technology & Software Support Conducts cost/benefit analyses for proposed IT projects as input to the organization’s IT roadmap. An Experienced Professional (P2) applies practical knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Works independently with general supervision. • Problems faced are difficult but typically not complex. • May influence others within the job area through explanation of facts, policies and practices.","IT, Telecom & Internet","IT, Telecom & Internet Generalists",General Information Technology,PROFESSIONAL,Experienced Professional (P2),"IT, Telecom & Internet Generalists - Experienced Professional (P2)",1,,IT OFFICER,,,,HEAD OF OPERATIONS,48,In-Country,1985,36,5,M,,Region 1,46,30100,2150,14,25800,1584,,,31684,N,,,N,,,31684,31684,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
ITC.02.001.P20,General Information Technology - Experienced Professional (P2),"General Information Technology work involves managing or performing work across multiple areas of an organization’s overall IT Platform/Infrastructure including analysis, development, and administration of: • IT Systems Software, Hardware, and Databases • Data & Voice Networks • Data Processing Operations • End User Technology & Software Support Conducts cost/benefit analyses for proposed IT projects as input to the organization’s IT roadmap. An Experienced Professional (P2) applies practical knowledge of job area typically obtained through advanced education and work experience. Responsibilities typically include: • Works independently with general supervision. • Problems faced are difficult but typically not complex. • May influence others within the job area through explanation of facts, policies and practices.","IT, Telecom & Internet","IT, Telecom & Internet Generalists",General Information Technology,PROFESSIONAL,Experienced Professional (P2),"IT, Telecom & Internet Generalists - Experienced Professional (P2)",1,,IT OFFICER,,,,HEAD OF OPERATIONS,48,In-Country,1981,40,1,M,,Region 1,94,37842,2703,14,32436,1584,,,39426,N,,,N,,,39426,39426,State-Owned Enterprise (Crown Corporation),Subsidiary,Banking/Financial Services,Asset Management,Public Funds,,30000000,39,COMPANY B,COUNTRY A
